category,meanRAX,sdRAX,minRAX,maxRAX,lenRAX,stepRAX,rmsRAX,entropy1RAX,entrpy2RAX,fftRAX,meanRAY,sdRAY,minRAY,maxRAY,lenRAY,stepRAY,rmsRAY,entropy1RAY,entrpy2RAY,fftRAY,meanRAZ,sdRAZ,minRAZ,maxRAZ,lenRAZ,stepRAZ,rmsRAZ,entropy1RAZ,entrpy2RAZ,fftRAZ,meanGX,sdGX,minGX,maxGX,lenGX,stepGX,rmsGX,entropy1GX,entrpy2GX,fftGX,meanGY,sdGY,minGY,maxGY,lenGY,stepGY,rmsGY,entropy1GY,entrpy2GY,fftGY,meanGZ,sdGZ,minGZ,maxGZ,lenGZ,stepGZ,rmsGZ,entropy1GZ,entrpy2GZ,fftGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-0.5513,0.62779,-1.9614,1.4871,111,2220,0.83336,6.2691,77.089,0.32587,-0.052638,0.55194,-1.3864,1.4358,111,2220,0.55196,3.7428,33.818,0.35745,9.692,0.76452,8.179,11.994,111,2220,9.7218,6.79,10491,0.58519,-0.0072362,0.02194,-0.041443,0.057022,111,2220,0.023009,4.8764,0.058765,0.018139,-0.0056154,0.033851,-0.10333,0.052124,111,2220,0.034163,2.4171,0.12955,0.017895,-0.0054512,0.0094752,-0.022278,0.014969,111,2220,0.010894,5.366,0.013174,0.010918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-0.050368,0.70624,-2.2151,1.4871,112,2240,0.70488,0.41081,55.648,0.36499,-0.11492,0.29927,-0.63957,0.43777,112,2240,0.31933,4.6017,11.421,0.21322,9.7905,0.6716,7.4028,11.994,112,2240,9.8133,6.8038,10786,0.34235,-0.0040196,0.019043,-0.07019,0.033356,112,2240,0.019379,3.2335,0.042062,0.010633,-0.00093038,0.044295,-0.11729,0.13829,112,2240,0.044106,3.3712,0.21788,0.023495,-0.011003,0.0089568,-0.033295,0.0011902,112,2240,0.014163,6.2787,0.022465,0.0099242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-0.050368,0.70624,-2.2151,1.4871,112,2240,0.70488,0.41081,55.648,0.36499,-0.11492,0.29927,-0.63957,0.43777,112,2240,0.31933,4.6017,11.421,0.21322,9.7905,0.6716,7.4028,11.994,112,2240,9.8133,6.8038,10786,0.34235,-0.0040196,0.019043,-0.07019,0.033356,112,2240,0.019379,3.2335,0.042062,0.010633,-0.00093038,0.044295,-0.11729,0.13829,112,2240,0.044106,3.3712,0.21788,0.023495,-0.011003,0.0089568,-0.033295,0.0011902,112,2240,0.014163,6.2787,0.022465,0.0099242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-0.12598,0.46729,-0.73979,0.54887,53,1060,0.4797,3.1278,12.196,0.23371,-0.11079,0.40513,-0.62279,0.37572,53,1060,0.4163,2.6083,9.1853,0.46706,9.6918,0.42983,8.962,10.49,53,1060,9.7012,5.7265,4988,0.40081,0.0013929,0.020963,-0.031082,0.033157,53,1060,0.020811,-0.16581,0.022954,0.024121,-0.01054,0.016659,-0.039566,0.015396,53,1060,0.01958,4.4642,0.02032,0.007802,-0.013631,0.0071897,-0.026321,-0.004303,53,1060,0.015379,5.5316,0.012536,0.0061393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.020393,0.22217,-0.446,0.44414,102,2040,0.22202,2.1515,5.0278,0.14651,-0.14884,0.37317,-0.93698,0.43198,102,2040,0.40005,4.5406,16.324,0.357,9.9488,0.50776,8.602,10.952,102,2040,9.9616,6.6706,10122,0.46263,-0.0041173,0.019333,-0.042297,0.0271,102,2040,0.019674,3.8701,0.03948,0.019621,-0.0054977,0.014488,-0.03537,0.027954,102,2040,0.015429,5.042,0.024282,0.010603,-0.017149,0.0092368,-0.031784,-0.0011292,102,2040,0.019457,6.4469,0.038613,0.0095792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-0.16951,0.28818,-0.66522,0.44968,55,1100,0.33207,4.5537,6.0648,0.27935,-0.17593,0.30593,-0.73552,0.30154,55,1100,0.35049,4.2804,6.7563,0.3317,9.7981,0.47972,8.8093,10.513,55,1100,9.8096,5.7796,5292.6,0.38279,0.0031899,0.01612,-0.029755,0.025864,55,1100,0.016289,2.8086,0.014592,0.018951,-0.0013109,0.017304,-0.030853,0.023895,55,1100,0.017196,-2.0765,0.016264,0.015294,-0.020671,0.0044291,-0.028641,-0.012726,55,1100,0.021132,5.7487,0.024561,0.0043884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-0.29707,0.21347,-0.62933,0.13252,76,1520,0.36499,5.8194,10.125,0.18882,-0.16796,0.2732,-0.89899,0.3062,76,1520,0.31916,4.7102,7.7417,0.26422,9.7455,0.41524,9.0594,10.709,76,1520,9.7542,6.2466,7231,0.33986,-0.0013988,0.016529,-0.039474,0.031906,76,1520,0.01648,2.751,0.02064,0.016678,-0.0037472,0.015092,-0.052826,0.01561,76,1520,0.015453,2.9986,0.018149,0.0086183,-0.025509,0.005461,-0.034988,-0.017181,76,1520,0.02608,6.2154,0.051692,0.0064449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-0.20092,0.19211,-0.47073,0.38379,78,1560,0.27713,5.6957,5.9903,0.15328,-0.13311,0.4384,-0.80283,0.73822,78,1560,0.45546,3.5869,16.181,0.43024,9.702,0.51204,8.6597,10.624,78,1560,9.7153,6.2834,7362.3,0.46756,-0.0017442,0.022989,-0.028931,0.053635,78,1560,0.022908,6.0213,0.040932,0.020363,0.0025647,0.014798,-0.036697,0.033951,78,1560,0.014925,3.2445,0.017374,0.011699,-0.026073,0.0064081,-0.036774,-0.016632,78,1560,0.026839,6.2413,0.056187,0.0067605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-0.11226,0.24121,-0.48555,0.31035,78,1560,0.26465,4.6877,5.4629,0.28455,-0.1508,0.38216,-0.94789,0.50203,78,1560,0.40855,4.3391,13.019,0.42186,9.886,0.47001,8.8305,10.677,78,1560,9.897,6.2838,7640.2,0.41508,-0.0067326,0.024261,-0.052505,0.025742,78,1560,0.025027,2.7145,0.048857,0.021939,-0.0060014,0.016767,-0.042313,0.028641,78,1560,0.017707,3.6013,0.024456,0.0084493,-0.022052,0.0082109,-0.035965,-0.0090942,78,1560,0.023512,6.184,0.043121,0.008686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-0.11226,0.24121,-0.48555,0.31035,78,1560,0.26465,4.6877,5.4629,0.28455,-0.1508,0.38216,-0.94789,0.50203,78,1560,0.40855,4.3391,13.019,0.42186,9.886,0.47001,8.8305,10.677,78,1560,9.897,6.2838,7640.2,0.41508,-0.0067326,0.024261,-0.052505,0.025742,78,1560,0.025027,2.7145,0.048857,0.021939,-0.0060014,0.016767,-0.042313,0.028641,78,1560,0.017707,3.6013,0.024456,0.0084493,-0.022052,0.0082109,-0.035965,-0.0090942,78,1560,0.023512,6.184,0.043121,0.008686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-0.26439,0.23077,-0.80655,0.31035,72,1440,0.34989,5.615,8.8143,0.16488,-0.054472,0.29512,-0.60767,0.39514,72,1440,0.29808,2.6914,6.3974,0.28763,9.6295,0.54678,8.5957,10.339,72,1440,9.6447,6.1676,6697.5,0.5812,-0.0024908,0.015229,-0.032257,0.028351,72,1440,0.015326,4.0544,0.016913,0.013631,-0.0094206,0.015896,-0.047806,0.018845,72,1440,0.018383,4.9183,0.024331,0.010272,-0.019927,0.0078774,-0.034912,-0.01001,72,1440,0.021407,6.0659,0.032995,0.0073902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-0.34811,0.22471,-0.71771,0.089127,31,620,0.41236,4.6121,5.2713,0.11228,-0.023737,0.38565,-0.51775,0.65077,31,620,0.38012,0.29458,4.4792,0.32548,9.749,0.56495,8.8345,10.824,31,620,9.7648,4.9519,2955.9,0.40521,0.0042666,0.023105,-0.043518,0.031189,31,620,0.023127,3.206,0.01658,0.026266,0.0036449,0.010494,-0.01033,0.018845,31,620,0.010948,2.1914,0.0037158,0.009759,-0.01333,0.0026529,-0.016174,-0.0083008,31,620,0.013583,4.9247,0.0057193,0.0021942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-0.18258,0.35607,-0.71472,0.34579,43,860,0.39645,3.7257,6.7583,0.22903,-0.18415,0.39907,-1.0986,0.39546,43,860,0.43527,3.6626,8.1469,0.43171,9.8337,0.35687,9.3598,10.358,43,860,9.84,5.4253,4163.5,0.35191,-0.011483,0.020025,-0.052429,0.019516,43,860,0.022882,3.8797,0.022513,0.019526,-0.010748,0.0061146,-0.019836,-0.00013733,43,860,0.012331,5.1208,0.0065379,0.0058031,-0.012717,0.0072845,-0.023514,-0.0020294,43,860,0.014613,5.1689,0.0091827,0.0068799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-0.45997,0.29758,-0.88724,0.34579,44,880,0.54599,5.1285,13.117,0.22107,-0.040766,0.42345,-0.65993,0.6741,44,880,0.42059,1.8355,7.7835,0.50659,9.7429,0.57719,8.6966,10.782,44,880,9.7596,5.457,4191,0.2843,0.0036274,0.017234,-0.018524,0.036407,44,880,0.017419,0.59772,0.013351,0.019245,0.013607,0.017771,-0.011322,0.041122,44,880,0.022221,4.2559,0.021727,0.013869,-0.018486,0.006177,-0.026825,-0.0086365,44,880,0.019468,5.3765,0.016676,0.007264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-0.19254,0.20807,-0.46362,0.17175,28,560,0.28075,4.0067,2.2069,0.089391,-0.24752,0.19851,-0.49149,0.1459,28,560,0.31506,4.2568,2.7794,0.19043,9.7744,0.3652,9.3175,10.326,28,560,9.781,4.8064,2678.7,0.30466,0.0015515,0.014429,-0.021423,0.019928,28,560,0.014254,1.7378,0.005689,0.010807,-0.0011591,0.0077097,-0.018326,0.0072174,28,560,0.0076589,-0.83766,0.0016425,0.0072986,-0.019497,0.0035899,-0.024857,-0.013168,28,560,0.019813,4.7831,0.010992,0.0013039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-0.25708,0.25907,-0.66255,0.34154,102,2040,0.36407,5.8731,13.52,0.18196,-0.038305,0.33114,-0.94305,0.6219,102,2040,0.33173,1.4454,11.225,0.32099,9.7287,0.62266,8.3574,10.977,102,2040,9.7485,6.6695,9693.3,0.55279,0.0010054,0.019872,-0.038681,0.036514,102,2040,0.0198,5.3921,0.039987,0.018415,-0.013509,0.016215,-0.050583,0.011612,102,2040,0.021044,5.6153,0.04517,0.011236,-0.014005,0.0080152,-0.026581,-0.0019379,102,2040,0.016117,6.4176,0.026495,0.0090678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-0.2658,0.22814,-0.78571,0.10133,47,940,0.3487,4.9062,5.7148,0.2219,-0.10769,0.36514,-0.72891,0.33353,47,940,0.37694,2.567,6.678,0.34928,9.8369,0.56294,8.7908,10.804,47,940,9.8526,5.5523,4562.5,0.52026,-0.0052864,0.016699,-0.032959,0.023666,47,940,0.017346,3.3482,0.014142,0.015678,0.007944,0.020841,-0.029007,0.05661,47,940,0.022096,2.8582,0.022947,0.01439,-0.012745,0.0074114,-0.025604,-0.0055084,47,940,0.014704,5.3224,0.010161,0.0069699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-0.2658,0.22814,-0.78571,0.10133,47,940,0.3487,4.9062,5.7148,0.2219,-0.10769,0.36514,-0.72891,0.33353,47,940,0.37694,2.567,6.678,0.34928,9.8369,0.56294,8.7908,10.804,47,940,9.8526,5.5523,4562.5,0.52026,-0.0052864,0.016699,-0.032959,0.023666,47,940,0.017346,3.3482,0.014142,0.015678,0.007944,0.020841,-0.029007,0.05661,47,940,0.022096,2.8582,0.022947,0.01439,-0.012745,0.0074114,-0.025604,-0.0055084,47,940,0.014704,5.3224,0.010161,0.0069699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-0.31215,0.16099,-0.62428,0.086533,92,1840,0.35082,6.2708,11.323,0.10609,0.082601,0.31843,-0.62057,0.812,92,1840,0.32729,4.5773,9.8547,0.31169,9.7139,0.55503,8.7159,10.788,92,1840,9.7296,6.5212,8709.2,0.5246,0.0097951,0.023112,-0.037857,0.062988,92,1840,0.024986,4.9392,0.057437,0.023162,-0.0062672,0.017787,-0.056137,0.030655,92,1840,0.018767,4.2442,0.032404,0.013175,-0.0058799,0.0092313,-0.022324,0.013977,92,1840,0.010902,5.1269,0.010935,0.0045981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-0.31215,0.16099,-0.62428,0.086533,92,1840,0.35082,6.2708,11.323,0.10609,0.082601,0.31843,-0.62057,0.812,92,1840,0.32729,4.5773,9.8547,0.31169,9.7139,0.55503,8.7159,10.788,92,1840,9.7296,6.5212,8709.2,0.5246,0.0097951,0.023112,-0.037857,0.062988,92,1840,0.024986,4.9392,0.057437,0.023162,-0.0062672,0.017787,-0.056137,0.030655,92,1840,0.018767,4.2442,0.032404,0.013175,-0.0058799,0.0092313,-0.022324,0.013977,92,1840,0.010902,5.1269,0.010935,0.0045981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-0.42002,0.32183,-1.136,0.16896,73,1460,0.5278,5.7495,20.336,0.16718,0.1873,0.43112,-0.53046,1.1425,73,1460,0.46733,4.2384,15.943,0.37828,9.7672,0.57379,8.8295,10.669,73,1460,9.7838,6.1874,6987.8,0.40589,0.0089782,0.024547,-0.026611,0.049896,73,1460,0.025979,3.4196,0.049269,0.020723,-0.0060255,0.025951,-0.056839,0.041412,73,1460,0.026468,3.4488,0.05114,0.01456,0.0085127,0.0062998,-0.0063019,0.016327,73,1460,0.010565,5.6616,0.0081475,0.0051355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-0.28694,0.2297,-0.64383,0.1227,46,920,0.36599,4.881,6.1617,0.19506,0.29636,0.23859,-0.088516,0.72617,46,920,0.37883,4.9076,6.6017,0.18035,9.6287,0.428,9.0835,10.443,46,920,9.638,5.5222,4273,0.4484,0.019461,0.014766,-0.012787,0.043182,46,920,0.024331,5.0464,0.027232,0.017701,0.00036389,0.011853,-0.016998,0.019119,46,920,0.011729,-3.2272,0.0063283,0.00903,0.010073,0.0061422,0.0016174,0.021774,46,920,0.011763,5.22,0.0063652,0.0051463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-0.1876,0.21396,-0.55466,0.28143,65,1300,0.28332,5.2627,5.2176,0.15578,0.27476,0.14174,0.086548,0.72617,65,1300,0.30866,5.8482,6.1928,0.091412,9.6754,0.68496,8.6893,11.266,65,1300,9.6993,6.0188,6114.9,0.65101,0.0068446,0.015319,-0.02066,0.034439,65,1300,0.01667,4.3765,0.018063,0.01105,-0.00049603,0.02272,-0.038284,0.048309,65,1300,0.02255,-7.6699,0.033054,0.014656,0.015022,0.0063453,0.0053101,0.024033,65,1300,0.016288,5.884,0.017245,0.0075779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-0.20124,0.24637,-0.61113,0.19774,41,820,0.31578,4.1744,4.0885,0.20837,0.43159,0.31227,-0.18694,0.94653,41,820,0.53048,4.871,11.538,0.30231,9.8689,0.58237,8.6225,10.902,41,820,9.8857,5.3551,4006.8,0.48983,0.012396,0.018842,-0.0057831,0.051025,41,820,0.022361,3.8026,0.0205,0.021601,0.013792,0.017745,-0.0078735,0.053452,41,820,0.022303,4.2374,0.020395,0.017195,0.017929,0.0059736,0.0090942,0.026825,41,820,0.018875,5.2753,0.014607,0.0078442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-0.25065,0.2801,-0.66682,0.35771,100,2000,0.37483,5.7217,14.05,0.17567,0.38682,0.26404,0.0020905,0.8588,100,2000,0.4676,6.256,21.865,0.21509,9.6753,0.44427,8.8935,10.501,100,2000,9.6854,6.6424,9380.6,0.32684,0.00021652,0.014794,-0.047104,0.026459,100,2000,0.014721,24.244,0.021671,0.0096473,-0.00060501,0.018654,-0.038162,0.036575,100,2000,0.018571,0.91668,0.034487,0.0093524,0.017664,0.0034055,0.012314,0.02388,100,2000,0.017986,6.617,0.03235,0.0038954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-0.18597,0.28243,-0.73016,0.33353,84,1680,0.33676,4.9917,9.526,0.1828,0.38928,0.297,-0.071671,0.991,84,1680,0.48857,5.8906,20.051,0.28633,9.8058,0.59153,8.723,11.236,84,1680,9.8234,6.3898,8106,0.46543,-0.013057,0.019459,-0.047546,0.018692,84,1680,0.023337,5.0735,0.045748,0.019398,-0.005443,0.017767,-0.027298,0.030579,84,1680,0.018481,4.4922,0.02869,0.011484,0.017904,0.0036554,0.013306,0.02417,84,1680,0.018269,6.3635,0.028034,0.0032752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-0.32382,0.22,-0.73016,-0.0027924,27,540,0.38919,4.3276,4.0896,0.19928,-0.0017785,0.39081,-0.64493,0.72687,27,540,0.38351,9.6915,3.9711,0.34996,10.075,0.67074,8.9935,10.754,27,540,10.096,4.7518,2752.4,0.73505,-0.025096,0.016733,-0.050934,0.024826,27,540,0.029991,4.4566,0.024285,0.018155,-0.0058712,0.016571,-0.027496,0.027145,27,540,0.017289,2.4338,0.0080701,0.017568,0.023438,0.0028867,0.015854,0.026871,27,540,0.023608,4.744,0.015048,0.0027768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-0.54543,0.36057,-1.1059,0.07637,35,700,0.65099,4.629,14.833,0.25149,0.51239,0.32605,-0.22281,1.0448,35,700,0.60483,4.8029,12.804,0.23152,10.051,0.67794,8.8707,11.396,35,700,10.073,5.1261,3551.1,0.56285,0.023167,0.022379,-0.0096588,0.062271,35,700,0.031987,4.2988,0.035812,0.011455,0.00020403,0.026103,-0.047989,0.030823,35,700,0.025728,36.594,0.023167,0.021682,0.017355,0.0034509,0.012253,0.022125,35,700,0.017685,5.1012,0.010947,0.003669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-0.23714,0.32349,-0.75388,0.48175,59,1180,0.39888,5.0795,9.3873,0.19877,0.25222,0.39139,-0.54822,0.80226,59,1180,0.46282,4.5818,12.638,0.24573,9.5725,0.48484,8.8045,10.1,59,1180,9.5846,5.8808,5420,0.33334,-0.02254,0.023623,-0.048767,0.034531,59,1180,0.032505,5.1564,0.06234,0.011859,-0.017679,0.020796,-0.046036,0.045746,59,1180,0.027161,5.2332,0.043525,0.010639,0.021719,0.0076832,0.009903,0.035477,59,1180,0.023016,5.793,0.031255,0.0062693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-0.27501,0.22342,-0.59531,0.16212,42,840,0.35265,4.8284,5.2232,0.14434,0.55278,0.39806,-0.031586,1.0365,42,840,0.67841,4.918,19.33,0.14069,9.5605,0.47677,8.953,10.393,42,840,9.5721,5.3906,3848.3,0.35588,0.0070946,0.022609,-0.04422,0.036316,42,840,0.023438,3.5544,0.023072,0.014654,-0.0053475,0.019753,-0.028,0.046616,42,840,0.020236,4.8262,0.017199,0.012552,0.020236,0.0046651,0.011108,0.026505,42,840,0.020754,5.3538,0.018091,0.0042645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-0.45214,0.25577,-0.74091,-0.10616,28,560,0.51722,4.562,7.4904,0.22379,0.2979,0.38164,-0.3499,1.0288,28,560,0.47875,3.9505,6.4176,0.31511,9.8831,0.89931,9.077,11.766,28,560,9.9224,4.8018,2756.7,0.77331,-0.018308,0.018125,-0.04422,0.013412,28,560,0.025534,4.0786,0.018255,0.015215,0.032747,0.02192,-0.0087738,0.060181,28,560,0.039188,4.3491,0.043,0.018448,0.022518,0.003089,0.018845,0.026825,28,560,0.022721,4.7942,0.014455,0.0014644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-0.5364,0.20919,-0.89973,-0.32094,31,620,0.57452,4.8558,10.232,0.20214,0.27957,0.30038,-0.19189,0.62822,31,620,0.40679,3.9803,5.1298,0.20474,9.6235,0.29716,9.1741,9.9773,31,620,9.6279,4.9535,2873.6,0.24633,0.0092498,0.020069,-0.023727,0.034103,31,620,0.021802,3.3303,0.014735,0.017673,0.0062896,0.024372,-0.048141,0.032333,31,620,0.024787,4.2945,0.019046,0.012624,0.025164,0.00213,0.019958,0.028488,31,620,0.025251,4.9491,0.019766,0.0015013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-0.4956,0.29809,-0.92119,-0.00097656,39,780,0.57636,4.9654,12.956,0.26376,0.42798,0.34668,-0.066147,0.83525,39,780,0.54797,4.6238,11.711,0.34805,9.6951,0.47543,8.9368,10.222,39,780,9.7064,5.2837,3674.4,0.49179,0.0089237,0.02122,-0.022552,0.041199,39,780,0.022767,3.0742,0.020216,0.026084,-0.00517,0.018698,-0.038864,0.020981,39,780,0.019167,2.0831,0.014328,0.017353,0.014654,0.0060379,0.0056915,0.023651,39,780,0.01582,5.1579,0.0097601,0.0084099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-0.53978,0.3003,-0.89534,0.036041,46,920,0.6161,5.2346,17.461,0.23592,0.2976,0.21508,0.0032196,0.85371,46,920,0.36581,5.162,6.1555,0.1473,9.8618,0.6533,8.7914,10.698,46,920,9.8829,5.5204,4492.9,0.57388,-0.011134,0.014911,-0.040604,0.0089111,46,920,0.018479,4.2424,0.015708,0.01237,-0.013579,0.02266,-0.065491,0.016602,46,920,0.026205,4.0307,0.031588,0.015692,0.019332,0.0016069,0.01738,0.021561,46,920,0.019397,5.5187,0.017308,0.0014823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-0.5375,0.2022,-0.99394,-0.14105,89,1780,0.57388,6.3695,29.311,0.10228,0.39401,0.34502,-0.052734,1.088,89,1780,0.52244,5.8474,24.292,0.41662,9.7012,0.54613,8.8577,11.007,89,1780,9.7164,6.4735,8402.4,0.49686,-0.022316,0.021835,-0.066864,0.011169,89,1780,0.031135,5.6243,0.086276,0.021265,-0.010813,0.01437,-0.040543,0.014969,89,1780,0.017919,5.2645,0.028577,0.010556,0.011847,0.0054998,0.0023651,0.022476,89,1780,0.013048,6.3096,0.015152,0.0062563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-0.5375,0.2022,-0.99394,-0.14105,89,1780,0.57388,6.3695,29.311,0.10228,0.39401,0.34502,-0.052734,1.088,89,1780,0.52244,5.8474,24.292,0.41662,9.7012,0.54613,8.8577,11.007,89,1780,9.7164,6.4735,8402.4,0.49686,-0.022316,0.021835,-0.066864,0.011169,89,1780,0.031135,5.6243,0.086276,0.021265,-0.010813,0.01437,-0.040543,0.014969,89,1780,0.017919,5.2645,0.028577,0.010556,0.011847,0.0054998,0.0023651,0.022476,89,1780,0.013048,6.3096,0.015152,0.0062563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-0.67346,0.25918,-0.97708,-0.3037,30,600,0.72005,4.7953,15.554,0.22432,0.14555,0.32522,-0.3275,0.88248,30,600,0.35132,2.7942,3.7028,0.15351,9.9713,0.29505,9.0962,10.273,30,600,9.9755,4.9063,2985.3,0.21498,-0.048305,0.02109,-0.073517,-0.015915,30,600,0.052567,4.7597,0.0829,0.015031,-0.0052811,0.015036,-0.040543,0.019424,30,600,0.015698,2.7429,0.0073932,0.013929,0.0054611,0.0044709,0.00035095,0.016846,30,600,0.0070104,4.4303,0.0014744,0.0037311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-0.9204,0.16901,-1.3441,-0.64995,48,960,0.93547,5.5617,42.005,0.12176,0.13042,0.22946,-0.15504,0.77036,48,960,0.26185,3.8744,3.2912,0.21996,9.5428,0.5295,8.9799,11.055,48,960,9.5572,5.5828,4384.3,0.4528,-0.025141,0.010004,-0.047363,-0.0089264,48,960,0.027019,5.4745,0.035042,0.0089366,0.0046043,0.014045,-0.032639,0.036285,48,960,0.014641,3.2845,0.01029,0.010195,0.0016909,0.0083411,-0.010712,0.013275,48,960,0.0084251,3.0945,0.0034072,0.0033312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-0.88394,0.21593,-1.2213,-0.36053,62,1240,0.90952,5.9079,51.288,0.22216,-0.093863,0.26931,-0.68143,0.28261,62,1240,0.28314,3.1018,4.9703,0.23632,9.782,0.6635,8.7707,11.055,62,1240,9.8041,5.9509,5959.4,0.42223,-0.032129,0.024343,-0.061478,0.018433,62,1240,0.040191,5.3978,0.10015,0.021119,-0.002042,0.016103,-0.032639,0.017944,62,1240,0.016102,0.87909,0.016076,0.014431,-0.003306,0.0028258,-0.0094757,0.0016785,62,1240,0.0043343,5.3564,0.0011647,0.0022174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-0.80232,0.30005,-1.3842,-0.10307,81,1620,0.85594,6.2243,59.343,0.19111,-0.080229,0.29256,-0.53152,0.7506,81,1620,0.30161,4.2536,7.3686,0.2194,9.7989,0.76338,8.4906,11.358,81,1620,9.8282,6.3356,7824.1,0.58357,-0.016434,0.016231,-0.040024,0.015244,81,1620,0.023028,5.5522,0.042952,0.011549,0.0042597,0.030207,-0.033264,0.065094,81,1620,0.03032,0.91886,0.074465,0.018143,-0.0061565,0.0031787,-0.014038,-0.00080872,81,1620,0.0069197,6.148,0.0038784,0.0028026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-0.80232,0.30005,-1.3842,-0.10307,81,1620,0.85594,6.2243,59.343,0.19111,-0.080229,0.29256,-0.53152,0.7506,81,1620,0.30161,4.2536,7.3686,0.2194,9.7989,0.76338,8.4906,11.358,81,1620,9.8282,6.3356,7824.1,0.58357,-0.016434,0.016231,-0.040024,0.015244,81,1620,0.023028,5.5522,0.042952,0.011549,0.0042597,0.030207,-0.033264,0.065094,81,1620,0.03032,0.91886,0.074465,0.018143,-0.0061565,0.0031787,-0.014038,-0.00080872,81,1620,0.0069197,6.148,0.0038784,0.0028026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-0.71412,0.30167,-1.1552,-0.16075,61,1220,0.77426,5.7848,36.568,0.32961,-0.07895,0.36369,-0.76245,0.72459,61,1220,0.36923,3.9601,8.3163,0.34394,9.9206,0.66205,9.0504,11.336,61,1220,9.9423,5.9276,6029.8,0.50664,-0.014537,0.026203,-0.068787,0.023346,61,1220,0.029777,4.0211,0.054087,0.028944,-0.0082152,0.024865,-0.0578,0.041214,61,1220,0.025993,3.2582,0.041214,0.017059,-0.0062791,0.0049559,-0.014343,0.0033722,61,1220,0.0079741,5.4032,0.0038787,0.0042626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-0.71412,0.30167,-1.1552,-0.16075,61,1220,0.77426,5.7848,36.568,0.32961,-0.07895,0.36369,-0.76245,0.72459,61,1220,0.36923,3.9601,8.3163,0.34394,9.9206,0.66205,9.0504,11.336,61,1220,9.9423,5.9276,6029.8,0.50664,-0.014537,0.026203,-0.068787,0.023346,61,1220,0.029777,4.0211,0.054087,0.028944,-0.0082152,0.024865,-0.0578,0.041214,61,1220,0.025993,3.2582,0.041214,0.017059,-0.0062791,0.0049559,-0.014343,0.0033722,61,1220,0.0079741,5.4032,0.0038787,0.0042626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-0.66772,0.20466,-1.0025,-0.29388,47,940,0.69774,5.4881,22.881,0.14579,-0.13617,0.30243,-0.69795,0.31322,47,940,0.32873,3.7966,5.0789,0.31514,9.7298,0.81274,8.2347,10.943,47,940,9.763,5.5496,4479.8,0.70504,-0.0244,0.021514,-0.054413,0.012802,47,940,0.032379,4.8426,0.049274,0.026196,-0.01338,0.023129,-0.050949,0.019028,47,940,0.026507,3.8416,0.033023,0.019307,-0.0067587,0.0030608,-0.010345,0.00086975,47,940,0.007406,5.3339,0.0025779,0.0035191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
